Pregunta,Respuesta,Categoría
El SSD NVMe muestra caídas de rendimiento al 50% tras 31 minutos de uso continuo.,"Parece que thermal throttling por falta de disipación en ranura M.2. Sigue estos pasos: 2. instala disipador/thermal pad en la ranura. 3. verifica temperatura con HWiNFO. 4. actualiza firmware del SSD. Como recomendación, mantén 20% de espacio libre en la unidad.",Hardware
El SSD NVMe muestra caídas de rendimiento al 50% tras 34 minutos de uso continuo.,"Parece que thermal throttling por falta de disipación en ranura M.2. Sigue estos pasos: 2. instala disipador/thermal pad en la ranura. 3. verifica temperatura con HWiNFO. 4. actualiza firmware del SSD. Como recomendación, mantén 20% de espacio libre en la unidad.",Hardware
Desconexiones periódicas de la VPN a los 21 minutos.,"Parece que timeout/keepalive y MTU inadecuado. Sigue estos pasos: 2. reduce MTU con `netsh interface ipv4 set subinterface ""Ethernet"" mtu=1400 store=persistent`. 3. habilita keepalive en el cliente VPN. 4. excluye tráfico interno del proxy. Como recomendación, define split tunneling por subred.",Redes y Dominio
Windows Server 2019 muestra 'Component Store Corruption' frecuente (CBS.log).,"Parece que el almacén de componentes (WinSxS) está dañado. Sigue estos pasos: 2. ejecuta `DISM /Online /Cleanup-Image /RestoreHealth`. 3. luego `sfc /scannow`. 4. revisa `C:\Windows\Logs\CBS\CBS.log`. Como recomendación, aplica parches sólo después de validar integridad.",Sistemas Operativos
Respuestas inconsistentes entre preguntas similares.,"Parece que falta un prompt del sistema estable y plantillas unificadas. Sigue estos pasos: 2. fija un prompt del sistema con rol y formato. 3. usa plantillas consistentes para preguntas. 4. reduce temperatura/top‑p en producción. Como recomendación, versiona prompts y realiza A/B testing.",Inteligencia Artificial y Asistentes
Desconexiones periódicas de la VPN a los 18 minutos.,"Parece que timeout/keepalive y MTU inadecuado. Sigue estos pasos: 2. reduce MTU con `netsh interface ipv4 set subinterface ""Ethernet"" mtu=1400 store=persistent`. 3. habilita keepalive en el cliente VPN. 4. excluye tráfico interno del proxy. Como recomendación, define split tunneling por subred.",Redes y Dominio
Intermitencia en resolución DNS solo en VLAN 10.,"Parece que sufijos DNS no aplican o servidor DNS incorrecto. Sigue estos pasos: 2. configura sufijos de búsqueda. 3. fuerza DNS corporativo en la NIC. 4. `ipconfig /flushdns` y `nslookup` contra el servidor correcto. Como recomendación, plantillas de NIC con DNS y sufijos estandarizados.",Redes y Dominio
Windows Server 2022 muestra 'Component Store Corruption' frecuente (CBS.log).,"Parece que el almacén de componentes (WinSxS) está dañado. Sigue estos pasos: 2. ejecuta `DISM /Online /Cleanup-Image /RestoreHealth`. 3. luego `sfc /scannow`. 4. revisa `C:\Windows\Logs\CBS\CBS.log`. Como recomendación, aplica parches sólo después de validar integridad.",Sistemas Operativos
Tareas del Programador quedan en 'Running' indefinidamente en Windows 11.,"Parece que no hay timeout ni manejo de salida. Sigue estos pasos: 2. configura tiempo máximo de ejecución. 3. redirecciona salida a log. 4. usa `Start-Transcript` en scripts PowerShell. Como recomendación, estandariza plantillas de tareas.",Servidores Windows
Windows Server 2016 muestra 'Component Store Corruption' frecuente (CBS.log).,"Parece que el almacén de componentes (WinSxS) está dañado. Sigue estos pasos: 2. ejecuta `DISM /Online /Cleanup-Image /RestoreHealth`. 3. luego `sfc /scannow`. 4. revisa `C:\Windows\Logs\CBS\CBS.log`. Como recomendación, aplica parches sólo después de validar integridad.",Sistemas Operativos
Surface Pro 8 sobrecalienta al renderizar video en Windows Server 2022 (picos a 93°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Inicio de sesión demora por directivas de scripts en Sede Medellín.,"Parece que scripts de inicio con rutas de red lentas. Sigue estos pasos: 2. mueve scripts a SYSVOL/NETLOGON. 3. habilita 'Always wait for the network'. 4. usa `gpresult /h gpo.html` para validar tiempos. Como recomendación, evita scripts por GPO cuando puedas usar preferencias.",Sistemas Operativos
Detecciones repetidas de macros maliciosas en descarqas de correo.,"Parece que filtros de contenido no bloquean adjuntos peligrosos. Sigue estos pasos: 2. fortalece reglas de transporte. 3. habilita bloqueo de macros desde Internet por GPO. 4. educa a usuarios con simulaciones de phishing. Como recomendación, reportes mensuales de campaña y métricas.",Seguridad Informática
Desconexiones periódicas de la VPN a los 15 minutos.,"Parece que timeout/keepalive y MTU inadecuado. Sigue estos pasos: 2. reduce MTU con `netsh interface ipv4 set subinterface ""Ethernet"" mtu=1400 store=persistent`. 3. habilita keepalive en el cliente VPN. 4. excluye tráfico interno del proxy. Como recomendación, define split tunneling por subred.",Redes y Dominio
Las firmas corporativas no se aplican en todas las máquinas.,"Parece que política de firmas no distribuida o script en ruta no accesible. Sigue estos pasos: 2. centraliza plantillas en SMB accesible. 3. aplica por GPO o script de inicio de sesión. 4. valida permisos de lectura en la ruta. Como recomendación, versiona firmas y automatiza despliegue.",Correo Corporativo
Dell OptiPlex 7090 sobrecalienta al renderizar video en Windows Server 2022 (picos a 93°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
El SSD NVMe muestra caídas de rendimiento al 50% tras 43 minutos de uso continuo.,"Parece que thermal throttling por falta de disipación en ranura M.2. Sigue estos pasos: 2. instala disipador/thermal pad en la ranura. 3. verifica temperatura con HWiNFO. 4. actualiza firmware del SSD. Como recomendación, mantén 20% de espacio libre en la unidad.",Hardware
El SSD NVMe muestra caídas de rendimiento al 50% tras 46 minutos de uso continuo.,"Parece que thermal throttling por falta de disipación en ranura M.2. Sigue estos pasos: 2. instala disipador/thermal pad en la ranura. 3. verifica temperatura con HWiNFO. 4. actualiza firmware del SSD. Como recomendación, mantén 20% de espacio libre en la unidad.",Hardware
Desconexiones periódicas de la VPN a los 20 minutos.,"Parece que timeout/keepalive y MTU inadecuado. Sigue estos pasos: 2. reduce MTU con `netsh interface ipv4 set subinterface ""Ethernet"" mtu=1400 store=persistent`. 3. habilita keepalive en el cliente VPN. 4. excluye tráfico interno del proxy. Como recomendación, define split tunneling por subred.",Redes y Dominio
Intermitencia en resolución DNS solo en VLAN 20.,"Parece que sufijos DNS no aplican o servidor DNS incorrecto. Sigue estos pasos: 2. configura sufijos de búsqueda. 3. fuerza DNS corporativo en la NIC. 4. `ipconfig /flushdns` y `nslookup` contra el servidor correcto. Como recomendación, plantillas de NIC con DNS y sufijos estandarizados.",Redes y Dominio
Picos de disco coinciden con tareas nocturnas.,"Parece que tareas simultáneas saturan IO. Sigue estos pasos: 2. desfase horarios de tareas pesadas. 3. usa QoS de almacenamiento. 4. monitorea con PerfMon (PhysicalDisk/Avg. Disk Queue Length). Como recomendación, ventanas de mantenimiento escalonadas.",Mantenimiento y Monitoreo
El SSD NVMe muestra caídas de rendimiento al 50% tras 32 minutos de uso continuo.,"Parece que thermal throttling por falta de disipación en ranura M.2. Sigue estos pasos: 2. instala disipador/thermal pad en la ranura. 3. verifica temperatura con HWiNFO. 4. actualiza firmware del SSD. Como recomendación, mantén 20% de espacio libre en la unidad.",Hardware
Desconexiones periódicas de la VPN a los 16 minutos.,"Parece que timeout/keepalive y MTU inadecuado. Sigue estos pasos: 2. reduce MTU con `netsh interface ipv4 set subinterface ""Ethernet"" mtu=1400 store=persistent`. 3. habilita keepalive en el cliente VPN. 4. excluye tráfico interno del proxy. Como recomendación, define split tunneling por subred.",Redes y Dominio
Lenovo ThinkCentre M920 sobrecalienta al renderizar video en Windows Server 2019 (picos a 88°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Tareas del Programador quedan en 'Running' indefinidamente en Windows Server 2022.,"Parece que no hay timeout ni manejo de salida. Sigue estos pasos: 2. configura tiempo máximo de ejecución. 3. redirecciona salida a log. 4. usa `Start-Transcript` en scripts PowerShell. Como recomendación, estandariza plantillas de tareas.",Servidores Windows
El SSD NVMe muestra caídas de rendimiento al 50% tras 38 minutos de uso continuo.,"Parece que thermal throttling por falta de disipación en ranura M.2. Sigue estos pasos: 2. instala disipador/thermal pad en la ranura. 3. verifica temperatura con HWiNFO. 4. actualiza firmware del SSD. Como recomendación, mantén 20% de espacio libre en la unidad.",Hardware
Windows 10 muestra 'Component Store Corruption' frecuente (CBS.log).,"Parece que el almacén de componentes (WinSxS) está dañado. Sigue estos pasos: 2. ejecuta `DISM /Online /Cleanup-Image /RestoreHealth`. 3. luego `sfc /scannow`. 4. revisa `C:\Windows\Logs\CBS\CBS.log`. Como recomendación, aplica parches sólo después de validar integridad.",Sistemas Operativos
El SSD NVMe muestra caídas de rendimiento al 50% tras 45 minutos de uso continuo.,"Parece que thermal throttling por falta de disipación en ranura M.2. Sigue estos pasos: 2. instala disipador/thermal pad en la ranura. 3. verifica temperatura con HWiNFO. 4. actualiza firmware del SSD. Como recomendación, mantén 20% de espacio libre en la unidad.",Hardware
Dell OptiPlex 7090 sobrecalienta al renderizar video en Windows Server 2019 (picos a 92°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Desconexiones periódicas de la VPN a los 24 minutos.,"Parece que timeout/keepalive y MTU inadecuado. Sigue estos pasos: 2. reduce MTU con `netsh interface ipv4 set subinterface ""Ethernet"" mtu=1400 store=persistent`. 3. habilita keepalive en el cliente VPN. 4. excluye tráfico interno del proxy. Como recomendación, define split tunneling por subred.",Redes y Dominio
Desconexiones periódicas de la VPN a los 17 minutos.,"Parece que timeout/keepalive y MTU inadecuado. Sigue estos pasos: 2. reduce MTU con `netsh interface ipv4 set subinterface ""Ethernet"" mtu=1400 store=persistent`. 3. habilita keepalive en el cliente VPN. 4. excluye tráfico interno del proxy. Como recomendación, define split tunneling por subred.",Redes y Dominio
Intermitencia en resolución DNS solo en SSID Corp-5G.,"Parece que sufijos DNS no aplican o servidor DNS incorrecto. Sigue estos pasos: 2. configura sufijos de búsqueda. 3. fuerza DNS corporativo en la NIC. 4. `ipconfig /flushdns` y `nslookup` contra el servidor correcto. Como recomendación, plantillas de NIC con DNS y sufijos estandarizados.",Redes y Dominio
Dell OptiPlex 7090 sobrecalienta al renderizar video en Windows Server 2019 (picos a 87°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Desconexiones periódicas de la VPN a los 22 minutos.,"Parece que timeout/keepalive y MTU inadecuado. Sigue estos pasos: 2. reduce MTU con `netsh interface ipv4 set subinterface ""Ethernet"" mtu=1400 store=persistent`. 3. habilita keepalive en el cliente VPN. 4. excluye tráfico interno del proxy. Como recomendación, define split tunneling por subred.",Redes y Dominio
El SSD NVMe muestra caídas de rendimiento al 50% tras 39 minutos de uso continuo.,"Parece que thermal throttling por falta de disipación en ranura M.2. Sigue estos pasos: 2. instala disipador/thermal pad en la ranura. 3. verifica temperatura con HWiNFO. 4. actualiza firmware del SSD. Como recomendación, mantén 20% de espacio libre en la unidad.",Hardware
Lenovo ThinkCentre M920 sobrecalienta al renderizar video en Windows 11 (picos a 87°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Surface Pro 8 sobrecalienta al renderizar video en Windows 10 (picos a 94°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
El SSD NVMe muestra caídas de rendimiento al 50% tras 40 minutos de uso continuo.,"Parece que thermal throttling por falta de disipación en ranura M.2. Sigue estos pasos: 2. instala disipador/thermal pad en la ranura. 3. verifica temperatura con HWiNFO. 4. actualiza firmware del SSD. Como recomendación, mantén 20% de espacio libre en la unidad.",Hardware
El SSD NVMe muestra caídas de rendimiento al 50% tras 41 minutos de uso continuo.,"Parece que thermal throttling por falta de disipación en ranura M.2. Sigue estos pasos: 2. instala disipador/thermal pad en la ranura. 3. verifica temperatura con HWiNFO. 4. actualiza firmware del SSD. Como recomendación, mantén 20% de espacio libre en la unidad.",Hardware
Intermitencia en resolución DNS solo en VLAN 30.,"Parece que sufijos DNS no aplican o servidor DNS incorrecto. Sigue estos pasos: 2. configura sufijos de búsqueda. 3. fuerza DNS corporativo en la NIC. 4. `ipconfig /flushdns` y `nslookup` contra el servidor correcto. Como recomendación, plantillas de NIC con DNS y sufijos estandarizados.",Redes y Dominio
HP ProDesk 600 G6 sobrecalienta al renderizar video en Windows 10 (picos a 91°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Inicio de sesión demora por directivas de scripts en Sede Remota.,"Parece que scripts de inicio con rutas de red lentas. Sigue estos pasos: 2. mueve scripts a SYSVOL/NETLOGON. 3. habilita 'Always wait for the network'. 4. usa `gpresult /h gpo.html` para validar tiempos. Como recomendación, evita scripts por GPO cuando puedas usar preferencias.",Sistemas Operativos
Desconexiones periódicas de la VPN a los 23 minutos.,"Parece que timeout/keepalive y MTU inadecuado. Sigue estos pasos: 2. reduce MTU con `netsh interface ipv4 set subinterface ""Ethernet"" mtu=1400 store=persistent`. 3. habilita keepalive en el cliente VPN. 4. excluye tráfico interno del proxy. Como recomendación, define split tunneling por subred.",Redes y Dominio
HP ProDesk 600 G6 sobrecalienta al renderizar video en Windows Server 2016 (picos a 93°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Windows 11 muestra 'Component Store Corruption' frecuente (CBS.log).,"Parece que el almacén de componentes (WinSxS) está dañado. Sigue estos pasos: 2. ejecuta `DISM /Online /Cleanup-Image /RestoreHealth`. 3. luego `sfc /scannow`. 4. revisa `C:\Windows\Logs\CBS\CBS.log`. Como recomendación, aplica parches sólo después de validar integridad.",Sistemas Operativos
Dell OptiPlex 7090 sobrecalienta al renderizar video en Windows 10 (picos a 86°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Inicio de sesión demora por directivas de scripts en DataCenter Principal.,"Parece que scripts de inicio con rutas de red lentas. Sigue estos pasos: 2. mueve scripts a SYSVOL/NETLOGON. 3. habilita 'Always wait for the network'. 4. usa `gpresult /h gpo.html` para validar tiempos. Como recomendación, evita scripts por GPO cuando puedas usar preferencias.",Sistemas Operativos
Desconexiones periódicas de la VPN a los 19 minutos.,"Parece que timeout/keepalive y MTU inadecuado. Sigue estos pasos: 2. reduce MTU con `netsh interface ipv4 set subinterface ""Ethernet"" mtu=1400 store=persistent`. 3. habilita keepalive en el cliente VPN. 4. excluye tráfico interno del proxy. Como recomendación, define split tunneling por subred.",Redes y Dominio
El SSD NVMe muestra caídas de rendimiento al 50% tras 36 minutos de uso continuo.,"Parece que thermal throttling por falta de disipación en ranura M.2. Sigue estos pasos: 2. instala disipador/thermal pad en la ranura. 3. verifica temperatura con HWiNFO. 4. actualiza firmware del SSD. Como recomendación, mantén 20% de espacio libre en la unidad.",Hardware
HP ProDesk 600 G6 sobrecalienta al renderizar video en Windows 10 (picos a 94°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell OptiPlex 7090 sobrecalienta al renderizar video en Windows 11 (picos a 85°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell Latitude 5420 sobrecalienta al renderizar video en Windows 11 (picos a 94°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
El SSD NVMe muestra caídas de rendimiento al 50% tras 33 minutos de uso continuo.,"Parece que thermal throttling por falta de disipación en ranura M.2. Sigue estos pasos: 2. instala disipador/thermal pad en la ranura. 3. verifica temperatura con HWiNFO. 4. actualiza firmware del SSD. Como recomendación, mantén 20% de espacio libre en la unidad.",Hardware
El SSD NVMe muestra caídas de rendimiento al 50% tras 35 minutos de uso continuo.,"Parece que thermal throttling por falta de disipación en ranura M.2. Sigue estos pasos: 2. instala disipador/thermal pad en la ranura. 3. verifica temperatura con HWiNFO. 4. actualiza firmware del SSD. Como recomendación, mantén 20% de espacio libre en la unidad.",Hardware
Lenovo ThinkCentre M920 sobrecalienta al renderizar video en Windows Server 2022 (picos a 92°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
HP ProDesk 600 G6 sobrecalienta al renderizar video en Windows Server 2019 (picos a 91°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
El SSD NVMe muestra caídas de rendimiento al 50% tras 37 minutos de uso continuo.,"Parece que thermal throttling por falta de disipación en ranura M.2. Sigue estos pasos: 2. instala disipador/thermal pad en la ranura. 3. verifica temperatura con HWiNFO. 4. actualiza firmware del SSD. Como recomendación, mantén 20% de espacio libre en la unidad.",Hardware
El SSD NVMe muestra caídas de rendimiento al 50% tras 30 minutos de uso continuo.,"Parece que thermal throttling por falta de disipación en ranura M.2. Sigue estos pasos: 2. instala disipador/thermal pad en la ranura. 3. verifica temperatura con HWiNFO. 4. actualiza firmware del SSD. Como recomendación, mantén 20% de espacio libre en la unidad.",Hardware
Dell OptiPlex 7090 sobrecalienta al renderizar video en Windows Server 2019 (picos a 88°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell Latitude 5420 sobrecalienta al renderizar video en Windows 10 (picos a 90°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
HP ProDesk 600 G6 sobrecalienta al renderizar video en Windows 11 (picos a 85°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Surface Pro 8 sobrecalienta al renderizar video en Windows Server 2019 (picos a 92°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell OptiPlex 7090 sobrecalienta al renderizar video en Windows 11 (picos a 86°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
HP ProDesk 600 G6 sobrecalienta al renderizar video en Windows Server 2022 (picos a 94°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Surface Pro 8 sobrecalienta al renderizar video en Windows Server 2016 (picos a 85°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell Latitude 5420 sobrecalienta al renderizar video en Windows 10 (picos a 89°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Lenovo ThinkCentre M920 sobrecalienta al renderizar video en Windows 10 (picos a 94°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
HP ProDesk 600 G6 sobrecalienta al renderizar video en Windows Server 2019 (picos a 88°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
El SSD NVMe muestra caídas de rendimiento al 50% tras 49 minutos de uso continuo.,"Parece que thermal throttling por falta de disipación en ranura M.2. Sigue estos pasos: 2. instala disipador/thermal pad en la ranura. 3. verifica temperatura con HWiNFO. 4. actualiza firmware del SSD. Como recomendación, mantén 20% de espacio libre en la unidad.",Hardware
Lenovo ThinkCentre M920 sobrecalienta al renderizar video en Windows 11 (picos a 91°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell OptiPlex 7090 sobrecalienta al renderizar video en Windows 11 (picos a 89°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell Latitude 5420 sobrecalienta al renderizar video en Windows 11 (picos a 85°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell OptiPlex 7090 sobrecalienta al renderizar video en Windows Server 2022 (picos a 92°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Surface Pro 8 sobrecalienta al renderizar video en Windows Server 2019 (picos a 90°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Lenovo ThinkCentre M920 sobrecalienta al renderizar video en Windows Server 2019 (picos a 94°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
HP ProDesk 600 G6 sobrecalienta al renderizar video en Windows Server 2016 (picos a 87°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell OptiPlex 7090 sobrecalienta al renderizar video en Windows Server 2022 (picos a 94°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Lenovo ThinkCentre M920 sobrecalienta al renderizar video en Windows Server 2016 (picos a 87°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
El SSD NVMe muestra caídas de rendimiento al 50% tras 47 minutos de uso continuo.,"Parece que thermal throttling por falta de disipación en ranura M.2. Sigue estos pasos: 2. instala disipador/thermal pad en la ranura. 3. verifica temperatura con HWiNFO. 4. actualiza firmware del SSD. Como recomendación, mantén 20% de espacio libre en la unidad.",Hardware
Surface Pro 8 sobrecalienta al renderizar video en Windows Server 2016 (picos a 86°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Lenovo ThinkCentre M920 sobrecalienta al renderizar video en Windows Server 2019 (picos a 91°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
Dell Latitude 5420 sobrecalienta al renderizar video en Windows Server 2019 (picos a 94°C).,"Parece que el disipador está saturado o la pasta térmica se degradó. Sigue estos pasos: 2. limpia ventiladores y radiadores. 3. cambia pasta térmica de la CPU/GPU. 4. ajusta curva PWM y prueba en carga con `winsat formal`. Como recomendación, programa mantenimiento trimestral.",Hardware
